data_iniSE,se_codigo,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year,data_ini_se,cod_ibge,municipio,uf,ano,semana
1786233600000,202632,0.0,0,0,0,0.0,0.0,0,1,520549720263220683,2026-08-18,Cidade Ocidental,,0.0,84581,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,11050,2026-08-09,5205497,Cidade Ocidental,GO,2026,32
1785628800000,202631,0.0,0,0,0,0.0,0.0,0,1,520549720263120683,2026-08-18,Cidade Ocidental,,0.0,84581,16.5397666666667,42.791,0,0,0,37.4649333333333,33.6504166666667,17.9056833333333,19.21145,0,,,,,11050,2026-08-02,5205497,Cidade Ocidental,GO,2026,31
1785024000000,202630,1.0,1,1,1,0.8119555,1.1822987,0,1,520549720263020683,2026-08-18,Cidade Ocidental,,3.327484,84581,22.6824571428571,42.8268,0,0,0,42.8268,42.8268,22.6824571428571,22.6824571428571,1,,,,,11050,2026-07-26,5205497,Cidade Ocidental,GO,2026,30
1784419200000,202629,1.0,1,1,1,0.92503715,1.1822987,0,1,520549720262920683,2026-08-18,Cidade Ocidental,,8.895471,84581,20.7801428571429,48.6814428571429,0,0,0,48.6814428571429,48.6814428571429,20.7801428571429,20.7801428571429,0,,,,,11050,2026-07-19,5205497,Cidade Ocidental,GO,2026,29
1783814400000,202628,0.0,0,0,0,0.0,0.0,0,1,520549720262820683,2026-08-18,Cidade Ocidental,,0.0,84581,20.3649857142857,53.9610857142857,0,0,0,53.9610857142857,53.9610857142857,20.3649857142857,20.3649857142857,0,,,,,11050,2026-07-12,5205497,Cidade Ocidental,GO,2026,28
1783209600000,202627,0.0,0,0,0,0.0,0.0,0,1,520549720262720683,2026-08-18,Cidade Ocidental,,0.0,84581,20.7439,52.3641857142857,0,0,0,52.3641857142857,52.3641857142857,20.7439,20.7439,0,,,,,11050,2026-07-05,5205497,Cidade Ocidental,GO,2026,27
1782604800000,202626,0.0,0,0,0,0.0,0.0,0,1,520549720262620683,2026-08-18,Cidade Ocidental,,0.0,84581,19.0081857142857,61.9104571428571,0,0,0,61.9104571428571,61.9104571428571,19.0081857142857,19.0081857142857,0,,,,,11050,2026-06-28,5205497,Cidade Ocidental,GO,2026,26
1782000000000,202625,1.0,1,1,1,0.5557628,1.1822987,0,1,520549720262520683,2026-08-18,Cidade Ocidental,,1.1799984,84581,20.6833428571429,64.7481,0,0,0,64.7481,64.7481,20.6833428571429,20.6833428571429,1,,,,,11050,2026-06-21,5205497,Cidade Ocidental,GO,2026,25
1781395200000,202624,1.0,1,1,1,0.41615137,1.1822987,0,1,520549720262420683,2026-08-18,Cidade Ocidental,,0.7906265,84581,20.3839,72.4285,0,0,0,72.4285,72.4285,20.3839,20.3839,0,,,,,11050,2026-06-14,5205497,Cidade Ocidental,GO,2026,24
1780790400000,202623,0.0,0,0,0,0.0,0.0,0,1,520549720262320683,2026-08-18,Cidade Ocidental,,0.0,84581,17.2944142857143,78.8754142857143,0,0,0,72.8123142857143,66.9378428571429,18.8140571428571,20.4934571428571,0,,,,,11050,2026-06-07,5205497,Cidade Ocidental,GO,2026,23
1780185600000,202622,2.0,2,2,2,0.47953176,2.3645973,0,1,520549720262220683,2026-08-18,Cidade Ocidental,,0.9552417,84581,14.9752714285714,84.6689142857143,0,0,0,64.5241285714286,42.4803571428571,19.9619571428571,24.9590857142857,0,,,,,11050,2026-05-31,5205497,Cidade Ocidental,GO,2026,22
1779580800000,202621,1.0,1,1,1,0.26201004,1.1822987,0,1,520549720262120683,2026-08-18,Cidade Ocidental,,0.5175164,84581,16.9861714285714,87.9089857142857,0,0,0,67.6621571428571,46.4120714285714,21.3831142857143,26.0204285714286,0,,,,,11050,2026-05-24,5205497,Cidade Ocidental,GO,2026,21
1778976000000,202620,3.0,3,3,3,0.7677708,3.546896,0,1,520549720262020683,2026-08-18,Cidade Ocidental,,1.8900943,84581,18.5507714285714,85.9672714285714,0,0,0,65.7379285714286,43.7176571428571,22.7706285714286,27.3777714285714,2,,,,,11050,2026-05-17,5205497,Cidade Ocidental,GO,2026,20
1778371200000,202619,2.0,2,2,2,0.6329324,2.3645973,0,1,520549720261920683,2026-08-18,Cidade Ocidental,,1.3851047,84581,17.4428571428571,86.8142285714286,0,0,0,65.1908142857143,41.3717571428571,22.5130857142857,27.7930285714286,0,,,,,11050,2026-05-10,5205497,Cidade Ocidental,GO,2026,19
1777766400000,202618,1.0,1,1,1,0.44030693,1.1822987,0,1,520549720261820683,2026-08-18,Cidade Ocidental,,0.84500957,84581,21.7250857142857,63.7257142857143,0,0,0,63.7257142857143,63.7257142857143,21.7250857142857,21.7250857142857,0,,,,,11050,2026-05-03,5205497,Cidade Ocidental,GO,2026,18
1777161600000,202617,2.0,2,2,2,0.8019278,2.3645973,0,1,520549720261720683,2026-08-18,Cidade Ocidental,,2.4752557,84581,21.7917571428571,68.1573714285714,0,0,0,68.1573714285714,68.1573714285714,21.7917571428571,21.7917571428571,0,,,,,11050,2026-04-26,5205497,Cidade Ocidental,GO,2026,17
1776556800000,202616,1.0,1,1,1,0.65291905,1.1822987,0,1,520549720261620683,2026-08-18,Cidade Ocidental,,1.625953,84581,17.8731142857143,84.6336571428571,0,0,0,66.4221428571429,45.1142857142857,22.5662142857143,27.5665714285714,0,,,,,11050,2026-04-19,5205497,Cidade Ocidental,GO,2026,16
1775952000000,202615,1.0,1,1,1,0.5012872,1.1822987,0,1,520549720261520683,2026-08-18,Cidade Ocidental,,1.0037231,84581,18.3536714285714,91.3786714285714,1,0,0,75.4452714285714,56.1835428571429,21.9970428571429,26.0849285714286,1,,,,,11050,2026-04-12,5205497,Cidade Ocidental,GO,2026,15
