data_ini_se,chuva_semana_mm,chuva_dias_com_chuva,chuva_max_diaria_mm,cod_ibge
2023-04-16,12.74,4,4.01,5208608
2023-04-23,2.04,1,1.25,5208608
2023-04-30,2.06,0,0.87,5208608
2023-05-07,1.73,0,0.62,5208608
2023-05-14,1.44,0,0.27,5208608
2023-05-21,1.19,0,0.43,5208608
2023-05-28,0.06,0,0.02,5208608
2023-06-04,0.6,0,0.52,5208608
2023-06-11,4.11,1,2.87,5208608
2023-06-18,0.08,0,0.03,5208608
2023-06-25,0.11,0,0.04,5208608
2023-07-02,0.23,0,0.17,5208608
2023-07-09,0.03,0,0.03,5208608
2023-07-16,0.0,0,0.0,5208608
2023-07-23,0.0,0,0.0,5208608
2023-07-30,0.0,0,0.0,5208608
2023-08-06,0.0,0,0.0,5208608
2023-08-13,0.0,0,0.0,5208608
2023-08-20,4.35,2,2.63,5208608
2023-08-27,19.8,4,5.72,5208608
2023-09-03,3.62,2,1.65,5208608
2023-09-10,0.8200000000000001,0,0.8,5208608
2023-09-17,0.62,0,0.6,5208608
2023-09-24,12.23,3,4.38,5208608
2023-10-01,25.39,6,10.67,5208608
2023-10-08,14.03,3,6.71,5208608
2023-10-15,6.279999999999999,2,4.1,5208608
2023-10-22,20.18,4,7.7,5208608
2023-10-29,35.63,4,12.22,5208608
2023-11-05,5.47,1,3.5,5208608
2023-11-12,9.42,3,4.52,5208608
2023-11-19,46.5,6,13.35,5208608
2023-11-26,30.01,4,16.89,5208608
2023-12-03,15.4,3,10.21,5208608
2023-12-10,18.51,3,8.78,5208608
2023-12-17,49.97,6,25.26,5208608
2023-12-24,18.91,4,10.65,5208608
2023-12-31,83.64999999999999,7,23.33,5208608
2024-01-07,39.41,5,24.75,5208608
2024-01-14,56.98,5,29.46,5208608
2024-01-21,46.17,7,12.07,5208608
2024-01-28,27.32,5,10.38,5208608
2024-02-04,37.64,7,9.38,5208608
2024-02-11,14.25,3,5.66,5208608
2024-02-18,64.92,7,23.8,5208608
2024-02-25,9.79,3,4.9,5208608
2024-03-03,23.42,6,9.45,5208608
2024-03-10,24.34,5,12.36,5208608
2024-03-17,51.4,6,16.86,5208608
2024-03-24,52.15,6,13.15,5208608
2024-03-31,28.47,6,8.44,5208608
2024-04-07,22.95,6,5.85,5208608
2024-04-14,11.6,2,8.83,5208608
2024-04-21,0.62,0,0.17,5208608
2024-04-28,0.59,0,0.41,5208608
2024-05-05,0.09,0,0.03,5208608
2024-05-12,0.19,0,0.09,5208608
2024-05-19,0.07,0,0.03,5208608
2024-05-26,0.04,0,0.02,5208608
2024-06-02,0.07,0,0.03,5208608
2024-06-09,0.07,0,0.03,5208608
2024-06-16,0.22,0,0.11,5208608
2024-06-23,0.04,0,0.02,5208608
2024-06-30,0.02,0,0.02,5208608
2024-07-07,0.02,0,0.02,5208608
2024-07-14,0.04,0,0.02,5208608
2024-07-21,0.01,0,0.01,5208608
2024-07-28,0.05,0,0.05,5208608
2024-08-04,0.0,0,0.0,5208608
2024-08-11,0.0,0,0.0,5208608
2024-08-18,0.0,0,0.0,5208608
2024-08-25,0.0,0,0.0,5208608
2024-09-01,0.0,0,0.0,5208608
2024-09-08,0.05,0,0.03,5208608
2024-09-15,0.05,0,0.05,5208608
2024-09-22,4.25,1,4.25,5208608
2024-09-29,3.32,1,3.3,5208608
2024-10-06,8.620000000000001,3,2.37,5208608
2024-10-13,60.95,6,33.59,5208608
2024-10-20,76.07,7,27.42,5208608
2024-10-27,76.92999999999999,6,22.87,5208608
2024-11-03,71.07,6,33.7,5208608
2024-11-10,87.92999999999999,7,20.2,5208608
2024-11-17,57.09,7,12.8,5208608
2024-11-24,25.26,7,5.43,5208608
2024-12-01,13.16,5,3.52,5208608
2024-12-08,11.74,5,2.93,5208608
2024-12-15,26.6,7,6.0,5208608
2024-12-22,50.400000000000006,6,20.6,5208608
2024-12-29,29.35,6,8.69,5208608
2025-01-05,35.68,5,16.32,5208608
2025-01-12,96.04,6,37.55,5208608
2025-01-19,7.81,3,2.59,5208608
2025-01-26,43.49,6,13.87,5208608
2025-02-02,14.36,4,6.97,5208608
2025-02-09,26.95,7,6.59,5208608
2025-02-16,13.49,3,4.63,5208608
2025-02-23,54.59,6,21.2,5208608
2025-03-02,1.29,1,1.25,5208608
2025-03-09,19.880000000000003,5,5.58,5208608
2025-03-16,23.07,5,7.01,5208608
2025-03-23,75.25,7,26.74,5208608
2025-03-30,9.6,4,3.72,5208608
2025-04-06,6.81,2,2.51,5208608
2025-04-13,13.61,4,5.59,5208608
2025-04-20,5.98,4,1.9,5208608
2025-04-27,4.98,2,2.82,5208608
2025-05-04,1.8,1,1.47,5208608
2025-05-11,1.4500000000000002,1,1.12,5208608
2025-05-18,0.42,0,0.19,5208608
2025-05-25,0.05,0,0.02,5208608
2025-06-01,0.78,0,0.34,5208608
2025-06-08,10.34,3,5.18,5208608
2025-06-15,0.1699999999999999,0,0.12,5208608
2025-06-22,0.11,0,0.06,5208608
2025-06-29,0.0,0,0.0,5208608
2025-07-06,0.0,0,0.0,5208608
2025-07-13,0.0,0,0.0,5208608
2025-07-20,0.2,0,0.2,5208608
2025-07-27,0.02,0,0.02,5208608
2025-08-03,0.11,0,0.06,5208608
2025-08-10,0.0,0,0.0,5208608
2025-08-17,0.0,0,0.0,5208608
2025-08-24,0.03,0,0.02,5208608
2025-08-31,0.0,0,0.0,5208608
2025-09-07,0.0,0,0.0,5208608
2025-09-14,6.239999999999999,1,4.72,5208608
2025-09-21,9.15,3,3.04,5208608
2025-09-28,0.01,0,0.01,5208608
2025-10-05,0.14,0,0.1,5208608
2025-10-12,45.0,5,32.91,5208608
2025-10-19,8.31,3,3.65,5208608
2025-10-26,6.109999999999999,2,2.02,5208608
2025-11-02,34.93,5,14.14,5208608
2025-11-09,23.82,4,10.02,5208608
2025-11-16,8.07,2,4.9,5208608
2025-11-23,32.010000000000005,5,10.56,5208608
2025-11-30,111.15,6,30.36,5208608
2025-12-07,53.89,7,15.99,5208608
2025-12-14,23.73,7,8.34,5208608
2025-12-21,3.0,1,1.26,5208608
2025-12-28,20.09,4,8.53,5208608
2026-01-04,41.71,5,16.23,5208608
2026-01-11,15.57,3,8.12,5208608
2026-01-18,53.91,7,10.82,5208608
2026-01-25,75.1,6,21.86,5208608
2026-02-01,31.58,7,10.71,5208608
2026-02-08,38.41,5,11.81,5208608
2026-02-15,22.36,3,10.35,5208608
2026-02-22,58.54,7,13.21,5208608
2026-03-01,19.74,4,11.55,5208608
2026-03-08,45.1,7,14.57,5208608
2026-03-15,45.87,7,14.84,5208608
2026-03-22,20.19,5,6.15,5208608
2026-03-29,17.36,4,4.99,5208608
2026-04-05,7.65,3,2.45,5208608
2026-04-12,10.54,4,4.1,5208608
2026-04-19,1.3199999999999998,0,0.58,5208608
2026-04-26,1.08,0,0.81,5208608
2026-05-03,0.06,0,0.04,5208608
2026-05-10,1.45,1,1.0,5208608
2026-05-17,0.91,0,0.57,5208608
2026-05-24,0.23,0,0.08,5208608
2026-05-31,0.31,0,0.27,5208608
2026-06-07,11.13,2,10.05,5208608
2026-06-14,5.74,2,3.63,5208608
2026-06-21,0.28,0,0.16,5208608
2026-06-28,0.41,0,0.33,5208608
2026-07-05,0.06,0,0.02,5208608
2026-07-12,0.27,0,0.13,5208608
2026-07-19,0.13,0,0.05,5208608
2026-07-26,0.02,0,0.02,5208608
2026-08-02,0.0999999999999999,0,0.08,5208608
2026-08-09,0.0,0,0.0,5208608
2014-01-05,6.15,1,4.13,5212501
2014-01-12,16.560000000000002,4,8.09,5212501
2014-01-19,31.680000000000003,5,8.9,5212501
2014-01-26,3.95,2,1.96,5212501
2014-02-02,0.11,0,0.1,5212501
2014-02-09,19.880000000000003,3,8.79,5212501
2014-02-16,70.14,7,17.26,5212501
2014-02-23,21.08,5,8.08,5212501
2014-03-02,88.33,7,40.71,5212501
2014-03-09,14.87,4,6.36,5212501
2014-03-16,20.45,6,5.7,5212501
2014-03-23,49.64,7,19.58,5212501
2014-03-30,54.080000000000005,7,18.19,5212501
2014-04-06,52.54,6,15.85,5212501
2014-04-13,23.16,6,5.2,5212501
2014-04-20,31.63,5,13.29,5212501
2014-04-27,0.28,0,0.28,5212501
2014-05-04,0.88,0,0.42,5212501
2014-05-11,0.31,0,0.25,5212501
2014-05-18,0.28,0,0.23,5212501
2014-05-25,1.16,0,0.49,5212501
2014-06-01,1.71,1,1.53,5212501
2014-06-08,0.02,0,0.02,5212501
2014-06-15,0.32,0,0.25,5212501
2014-06-22,0.0,0,0.0,5212501
2014-06-29,0.0,0,0.0,5212501
2014-07-06,0.0,0,0.0,5212501
2014-07-13,0.0,0,0.0,5212501
2014-07-20,4.59,3,1.68,5212501
2014-07-27,2.44,1,2.4,5212501
2014-08-03,0.0,0,0.0,5212501
2014-08-10,0.0,0,0.0,5212501
2014-08-17,0.0,0,0.0,5212501
2014-08-24,0.02,0,0.01,5212501
2014-08-31,9.22,2,6.25,5212501
2014-09-07,0.0,0,0.0,5212501
2014-09-14,0.3,0,0.15,5212501
2014-09-21,7.879999999999999,3,2.71,5212501
2014-09-28,11.52,3,5.36,5212501
2014-10-05,0.0,0,0.0,5212501
2014-10-12,0.1,0,0.1,5212501
2014-10-19,12.86,5,3.37,5212501
2014-10-26,21.41,4,8.94,5212501
2014-11-02,21.38,6,6.92,5212501
2014-11-09,33.38,7,7.72,5212501
2014-11-16,14.41,4,8.14,5212501
2014-11-23,81.0,7,21.18,5212501
2014-11-30,51.16,6,23.15,5212501
2014-12-07,54.05,7,17.36,5212501
2014-12-14,54.25,7,14.11,5212501
2014-12-21,24.32,3,10.67,5212501
2014-12-28,22.44,3,12.2,5212501
2015-01-04,4.85,1,4.64,5212501
2015-01-11,1.02,0,0.81,5212501
2015-01-18,14.56,3,5.57,5212501
2015-01-25,28.88,5,6.47,5212501
2015-02-01,73.56,5,38.17,5212501
2015-02-08,33.94,5,15.09,5212501
2015-02-15,40.55,6,13.87,5212501
2015-02-22,13.6,5,4.13,5212501
2015-03-01,32.4,6,6.35,5212501
2015-03-08,55.22,7,20.69,5212501
2015-03-15,62.24,7,17.48,5212501
2015-03-22,48.01,6,10.18,5212501
2015-03-29,24.04,6,5.57,5212501
2015-04-05,36.07,5,14.25,5212501
2015-04-12,46.33,7,15.25,5212501
2015-04-19,50.34,7,8.27,5212501
2015-04-26,11.79,4,5.28,5212501
2015-05-03,8.57,3,4.45,5212501
2015-05-10,5.61,2,3.13,5212501
2015-05-17,0.39,0,0.19,5212501
2015-05-24,0.73,0,0.33,5212501
2015-05-31,0.1599999999999999,0,0.12,5212501
2015-06-07,0.0,0,0.0,5212501
2015-06-14,0.08,0,0.05,5212501
2015-06-21,0.03,0,0.02,5212501
2015-06-28,0.01,0,0.01,5212501
2015-07-05,1.05,1,1.05,5212501
2015-07-12,0.0,0,0.0,5212501
2015-07-19,0.0,0,0.0,5212501
2015-07-26,0.06,0,0.05,5212501
2015-08-02,0.0,0,0.0,5212501
2015-08-09,0.0,0,0.0,5212501
2015-08-16,0.13,0,0.13,5212501
2015-08-23,1.25,0,0.71,5212501
2015-08-30,1.35,0,0.85,5212501
2015-09-06,7.48,3,3.29,5212501
2015-09-13,3.04,1,2.33,5212501
2015-09-20,0.3,0,0.29,5212501
2015-09-27,7.749999999999999,2,5.43,5212501
2015-10-04,3.14,1,1.78,5212501
2015-10-11,0.97,0,0.49,5212501
2015-10-18,17.66,3,14.23,5212501
2015-10-25,62.46,7,11.87,5212501
2015-11-01,22.07,4,9.0,5212501
2015-11-08,6.609999999999999,2,3.17,5212501
2015-11-15,53.7,7,17.51,5212501
2015-11-22,67.21,7,18.3,5212501
2015-11-29,34.85,7,9.11,5212501
2015-12-06,33.42,7,9.81,5212501
2015-12-13,14.45,5,5.81,5212501
2015-12-20,43.02,4,17.05,5212501
2015-12-27,57.05,6,17.41,5212501
2016-01-03,84.25999999999999,7,24.55,5212501
2016-01-10,94.04,7,18.58,5212501
2016-01-17,130.68,7,66.2,5212501
2016-01-24,67.56,6,16.54,5212501
2016-01-31,13.96,5,4.98,5212501
2016-02-07,37.3,6,12.34,5212501
2016-02-14,35.43,4,17.23,5212501
2016-02-21,27.31,4,11.36,5212501
2016-02-28,44.5,7,14.55,5212501
2016-03-06,83.78,7,27.86,5212501
2016-03-13,20.66,2,17.38,5212501
2016-03-20,14.52,3,7.45,5212501
2016-03-27,1.45,0,0.9,5212501
2016-04-03,3.28,1,3.05,5212501
2016-04-10,0.0,0,0.0,5212501
2016-04-17,0.0,0,0.0,5212501
2016-04-24,7.77,3,4.55,5212501
2016-05-01,0.01,0,0.01,5212501
2016-05-08,1.62,1,1.41,5212501
2016-05-15,9.79,2,7.47,5212501
2016-05-22,0.02,0,0.02,5212501
2016-05-29,0.04,0,0.03,5212501
2016-06-05,0.08,0,0.05,5212501
2016-06-12,0.0,0,0.0,5212501
2016-06-19,0.0,0,0.0,5212501
2016-06-26,0.0,0,0.0,5212501
2016-07-03,0.01,0,0.01,5212501
2016-07-10,0.0,0,0.0,5212501
2016-07-17,0.0,0,0.0,5212501
2016-07-24,0.0,0,0.0,5212501
2016-07-31,0.0,0,0.0,5212501
2016-08-07,0.42,0,0.42,5212501
2016-08-14,8.84,4,5.38,5212501
2016-08-21,3.83,2,2.31,5212501
2016-08-28,0.95,0,0.39,5212501
2016-09-04,0.0,0,0.0,5212501
2016-09-11,0.02,0,0.01,5212501
2016-09-18,23.13,6,9.16,5212501
2016-09-25,5.42,2,1.5,5212501
2016-10-02,56.8,5,27.44,5212501
2016-10-09,1.4,0,0.61,5212501
2016-10-16,23.94,4,7.97,5212501
2016-10-23,16.98,4,7.87,5212501
2016-10-30,38.95,5,12.83,5212501
2016-11-06,31.79,6,11.55,5212501
2016-11-13,52.11,7,13.79,5212501
2016-11-20,78.76,7,17.26,5212501
2016-11-27,38.34,7,15.02,5212501
2016-12-04,54.58,6,20.93,5212501
2016-12-11,60.04,6,24.12,5212501
2016-12-18,5.62,2,3.31,5212501
2016-12-25,27.58,5,9.71,5212501
2017-01-01,23.95,4,15.45,5212501
2017-01-08,34.3,5,12.58,5212501
2017-01-15,54.94,7,13.06,5212501
2017-01-22,41.75,6,11.05,5212501
2017-01-29,34.71,5,10.83,5212501
2017-02-05,106.71,7,34.71,5212501
2017-02-12,19.95,2,15.65,5212501
2017-02-19,18.99,3,12.05,5212501
2017-02-26,44.85,6,13.77,5212501
2017-03-05,3.34,2,1.58,5212501
2017-03-12,21.81,6,6.73,5212501
2017-03-19,32.37,6,9.52,5212501
2017-03-26,60.34,7,27.99,5212501
2017-04-02,17.04,5,6.81,5212501
2017-04-09,0.45,0,0.32,5212501
2017-04-16,12.23,2,8.5,5212501
2017-04-23,18.55,6,9.96,5212501
2017-04-30,0.39,0,0.28,5212501
2017-05-07,2.32,1,1.29,5212501
2017-05-14,25.290000000000003,6,8.4,5212501
2017-05-21,17.04,1,16.56,5212501
2017-05-28,0.13,0,0.08,5212501
2017-06-04,0.0,0,0.0,5212501
2017-06-11,0.0,0,0.0,5212501
2017-06-18,0.0,0,0.0,5212501
2017-06-25,0.0,0,0.0,5212501
2017-07-02,0.0,0,0.0,5212501
2017-07-09,0.0,0,0.0,5212501
2017-07-16,0.0,0,0.0,5212501
2017-07-23,0.0,0,0.0,5212501
2017-07-30,0.0,0,0.0,5212501
2017-08-06,0.0,0,0.0,5212501
2017-08-13,0.0,0,0.0,5212501
2017-08-20,0.0,0,0.0,5212501
2017-08-27,0.0,0,0.0,5212501
2017-09-03,0.0,0,0.0,5212501
2017-09-10,0.0,0,0.0,5212501
2017-09-17,0.0,0,0.0,5212501
2017-09-24,13.739999999999998,2,7.76,5212501
2017-10-01,29.25,3,19.34,5212501
2017-10-08,0.0,0,0.0,5212501
2017-10-15,0.0,0,0.0,5212501
2017-10-22,7.219999999999999,2,4.02,5212501
2017-10-29,58.17999999999999,7,18.24,5212501
2017-11-05,69.57000000000001,7,25.98,5212501
2017-11-12,17.62,4,5.73,5212501
2017-11-19,35.46,4,22.91,5212501
2017-11-26,64.24,6,23.05,5212501
2017-12-03,41.17,7,12.69,5212501
2017-12-10,129.48000000000002,7,32.6,5212501
2017-12-17,21.06,6,9.36,5212501
2017-12-24,24.1,4,9.06,5212501
2017-12-31,81.67999999999999,7,20.88,5212501
2018-01-07,25.96,4,10.43,5212501
2018-01-14,10.78,3,5.21,5212501
2018-01-21,27.13,4,12.43,5212501
2018-01-28,92.64,7,26.53,5212501
2018-02-04,38.86,7,15.16,5212501
2018-02-11,1.1800000000000002,1,1.06,5212501
2018-02-18,119.89,7,35.21,5212501
2018-02-25,45.15,4,33.32,5212501
2018-03-04,47.08,5,21.75,5212501
2018-03-11,20.4,7,5.6,5212501
2018-03-18,30.52,7,11.56,5212501
2018-03-25,4.77,2,2.27,5212501
2018-04-01,67.91,7,15.9,5212501
2018-04-08,25.55,5,14.63,5212501
2018-04-15,26.26,3,14.74,5212501
2018-04-22,8.51,2,5.75,5212501
2018-04-29,0.36,0,0.29,5212501
2018-05-06,0.27,0,0.18,5212501
2018-05-13,13.29,1,13.12,5212501
2018-05-20,3.38,1,3.38,5212501
2018-05-27,0.0,0,0.0,5212501
2018-06-03,0.05,0,0.05,5212501
2018-06-10,0.0,0,0.0,5212501
2018-06-17,0.06,0,0.03,5212501
2018-06-24,0.0,0,0.0,5212501
2018-07-01,0.0,0,0.0,5212501
2018-07-08,0.0,0,0.0,5212501
2018-07-15,0.0,0,0.0,5212501
2018-07-22,0.0,0,0.0,5212501
2018-07-29,0.0,0,0.0,5212501
2018-08-05,2.01,1,1.36,5212501
2018-08-12,10.36,2,6.21,5212501
2018-08-19,1.11,0,0.76,5212501
2018-08-26,0.01,0,0.01,5212501
2018-09-02,0.0,0,0.0,5212501
2018-09-09,3.36,2,1.65,5212501
2018-09-16,41.3,6,11.85,5212501
2018-09-23,1.14,0,0.5,5212501
2018-09-30,14.99,5,5.26,5212501
2018-10-07,11.65,3,5.42,5212501
2018-10-14,60.84,7,21.05,5212501
2018-10-21,57.93,5,20.11,5212501
2018-10-28,24.02,4,9.6,5212501
2018-11-04,104.28,7,32.82,5212501
2018-11-11,60.65,7,25.8,5212501
2018-11-18,100.54,6,22.82,5212501
2018-11-25,46.64,4,14.17,5212501
2018-12-02,58.71,7,14.29,5212501
2018-12-09,18.32,4,6.73,5212501
2018-12-16,6.699999999999999,1,6.06,5212501
2018-12-23,70.82000000000001,7,33.96,5212501
2018-12-30,47.94,6,15.74,5212501
2019-01-06,13.59,3,5.49,5212501
2019-01-13,10.19,3,4.29,5212501
2019-01-20,18.41,2,12.21,5212501
2019-01-27,7.899999999999999,2,4.05,5212501
2019-02-03,75.63,7,17.81,5212501
2019-02-10,37.78,7,16.65,5212501
2019-02-17,42.51,6,9.11,5212501
2019-02-24,62.52,6,17.73,5212501
2019-03-03,57.61,6,13.51,5212501
2019-03-10,41.83,7,9.05,5212501
2019-03-17,46.16,5,16.98,5212501
2019-03-24,19.53,4,7.69,5212501
2019-03-31,12.05,5,4.42,5212501
2019-04-07,63.11,7,19.93,5212501
2019-04-14,21.42,5,9.76,5212501
2019-04-21,12.56,3,5.72,5212501
2019-04-28,21.61,4,9.28,5212501
2019-05-05,1.01,0,0.52,5212501
2019-05-12,20.43,2,12.9,5212501
2019-05-19,0.03,0,0.03,5212501
2019-05-26,0.03,0,0.03,5212501
2019-06-02,1.53,1,1.3,5212501
2019-06-09,0.0,0,0.0,5212501
2019-06-16,0.0,0,0.0,5212501
2019-06-23,0.01,0,0.01,5212501
2019-06-30,0.72,0,0.59,5212501
2019-07-07,0.0,0,0.0,5212501
2019-07-14,0.0,0,0.0,5212501
2019-07-21,0.0,0,0.0,5212501
2019-07-28,0.01,0,0.01,5212501
2019-08-04,0.0,0,0.0,5212501
2019-08-11,0.0,0,0.0,5212501
2019-08-18,0.0,0,0.0,5212501
2019-08-25,0.0,0,0.0,5212501
2019-09-01,0.0,0,0.0,5212501
2019-09-08,0.0,0,0.0,5212501
2019-09-15,0.0,0,0.0,5212501
2019-09-22,8.8,2,3.94,5212501
2019-09-29,1.88,1,1.12,5212501
2019-10-06,24.46,5,9.22,5212501
2019-10-13,0.0,0,0.0,5212501
2019-10-20,22.77,4,11.48,5212501
2019-10-27,17.18,5,6.28,5212501
2019-11-03,24.05,6,5.83,5212501
2019-11-10,13.41,3,6.01,5212501
2019-11-17,63.8,7,14.43,5212501
2019-11-24,38.23,7,8.46,5212501
2019-12-01,70.34,7,16.82,5212501
2019-12-08,71.22,6,17.05,5212501
2019-12-15,11.33,4,6.75,5212501
2019-12-22,27.02,4,16.76,5212501
2019-12-29,65.4,5,26.08,5212501
2020-01-05,50.35,6,32.4,5212501
2020-01-12,17.24,3,12.4,5212501
2020-01-19,90.5,7,22.82,5212501
2020-01-26,29.88,6,8.33,5212501
2020-02-02,106.53,7,39.25,5212501
2020-02-09,41.11,7,13.44,5212501
2020-02-16,55.13,7,14.0,5212501
2020-02-23,68.50999999999999,7,17.54,5212501
2020-03-01,71.19,7,18.5,5212501
2020-03-08,8.58,4,2.18,5212501
2020-03-15,27.12,4,13.46,5212501
2020-03-22,68.56,7,14.94,5212501
2020-03-29,4.19,3,1.16,5212501
2020-04-05,30.28,5,11.48,5212501
2020-04-12,36.72,7,8.16,5212501
2020-04-19,52.62,6,18.36,5212501
2020-04-26,0.11,0,0.03,5212501
2020-05-03,0.68,0,0.5,5212501
2020-05-10,9.33,3,4.34,5212501
2020-05-17,3.87,1,3.31,5212501
2020-05-24,2.93,1,2.75,5212501
2020-05-31,0.0999999999999999,0,0.06,5212501
2020-06-07,0.44,0,0.32,5212501
2020-06-14,0.05,0,0.02,5212501
2020-06-21,0.27,0,0.13,5212501
2020-06-28,0.04,0,0.02,5212501
2020-07-05,0.0,0,0.0,5212501
2020-07-12,0.08,0,0.04,5212501
2020-07-19,0.8600000000000001,0,0.65,5212501
2020-07-26,0.76,0,0.32,5212501
2020-08-02,0.14,0,0.09,5212501
2020-08-09,0.05,0,0.05,5212501
2020-08-16,0.01,0,0.01,5212501
2020-08-23,0.0,0,0.0,5212501
2020-08-30,0.1,0,0.1,5212501
2020-09-06,0.77,0,0.39,5212501
2020-09-13,0.04,0,0.03,5212501
2020-09-20,8.77,2,4.37,5212501
2020-09-27,0.85,0,0.85,5212501
2020-10-04,6.78,1,6.74,5212501
2020-10-11,19.58,6,9.08,5212501
2020-10-18,79.24000000000001,7,38.03,5212501
2020-10-25,29.74,7,9.4,5212501
2020-11-01,27.33,4,13.11,5212501
2020-11-08,35.480000000000004,5,10.16,5212501
2020-11-15,44.95,6,15.01,5212501
2020-11-22,5.85,2,2.87,5212501
2020-11-29,14.8,1,13.62,5212501
2020-12-06,47.46,7,15.87,5212501
2020-12-13,5.47,2,2.85,5212501
2020-12-20,61.85,7,12.55,5212501
2020-12-27,23.64,4,10.7,5212501
2021-01-03,20.5,5,7.28,5212501
2021-01-10,62.57,7,14.84,5212501
2021-01-17,4.3,2,2.12,5212501
2021-01-24,13.73,3,6.75,5212501
2021-01-31,41.18,7,13.86,5212501
2021-02-07,78.83,6,27.68,5212501
2021-02-14,100.26,7,26.75,5212501
2021-02-21,87.01,7,27.16,5212501
2021-02-28,16.06,3,9.35,5212501
2021-03-07,38.68,7,13.26,5212501
2021-03-14,54.65,7,27.97,5212501
2021-03-21,1.1700000000000002,1,1.11,5212501
2021-03-28,24.46,4,14.53,5212501
2021-04-04,37.5,5,15.63,5212501
2021-04-11,1.79,0,0.49,5212501
2021-04-18,5.0,2,2.85,5212501
2021-04-25,7.71,4,2.96,5212501
2021-05-02,0.59,0,0.36,5212501
2021-05-09,0.24,0,0.06,5212501
2021-05-16,0.24,0,0.07,5212501
2021-05-23,0.45,0,0.28,5212501
2021-05-30,0.4,0,0.12,5212501
2021-06-06,0.56,0,0.2,5212501
2021-06-13,9.31,2,7.42,5212501
2021-06-20,0.63,0,0.39,5212501
2021-06-27,0.1,0,0.05,5212501
2021-07-04,0.21,0,0.06,5212501
2021-07-11,0.19,0,0.06,5212501
2021-07-18,0.6200000000000001,0,0.28,5212501
2021-07-25,2.5,1,1.18,5212501
2021-08-01,4.5,1,1.0,5212501
2021-08-08,4.91,2,2.57,5212501
2021-08-15,0.04,0,0.03,5212501
2021-08-22,0.14,0,0.1,5212501
2021-08-29,1.07,0,0.73,5212501
2021-09-05,0.0,0,0.0,5212501
2021-09-12,0.0,0,0.0,5212501
2021-09-19,10.54,2,5.43,5212501
2021-09-26,10.64,3,4.9,5212501
2021-10-03,6.13,3,2.77,5212501
2021-10-10,45.24,6,14.86,5212501
2021-10-17,32.95,5,8.97,5212501
2021-10-24,19.67,5,7.46,5212501
2021-10-31,33.27,7,10.02,5212501
2021-11-07,81.88,7,17.71,5212501
2021-11-14,82.96,7,25.75,5212501
2021-11-21,26.13,5,18.2,5212501
2021-11-28,48.14,7,16.31,5212501
2021-12-05,35.12,7,14.0,5212501
2021-12-12,73.78,7,17.35,5212501
2021-12-19,51.63,6,19.93,5212501
2021-12-26,70.14,5,42.29,5212501
2022-01-02,64.12,7,14.68,5212501
2022-01-09,62.42,5,22.18,5212501
2022-01-16,8.3,4,3.32,5212501
2022-01-23,15.21,4,5.52,5212501
2022-01-30,26.82,6,5.88,5212501
2022-02-06,95.13,7,20.94,5212501
2022-02-13,72.76,7,23.48,5212501
2022-02-20,26.62,5,8.75,5212501
2022-02-27,28.71,4,11.73,5212501
2022-03-06,13.77,1,11.56,5212501
2022-03-13,26.21,6,7.89,5212501
2022-03-20,4.07,2,1.13,5212501
2022-03-27,4.22,1,2.3,5212501
2022-04-03,5.53,2,3.29,5212501
2022-04-10,20.79,4,6.67,5212501
2022-04-17,3.39,2,1.73,5212501
2022-04-24,0.14,0,0.04,5212501
2022-05-01,2.51,1,1.07,5212501
2022-05-08,0.72,0,0.22,5212501
2022-05-15,11.909999999999998,2,8.03,5212501
2022-05-22,0.35,0,0.29,5212501
2022-05-29,0.0,0,0.0,5212501
2022-06-05,0.48,0,0.43,5212501
2022-06-12,0.15,0,0.09,5212501
2022-06-19,0.0,0,0.0,5212501
2022-06-26,0.04,0,0.04,5212501
2022-07-03,0.04,0,0.03,5212501
2022-07-10,0.01,0,0.01,5212501
2022-07-17,0.0,0,0.0,5212501
2022-07-24,0.0,0,0.0,5212501
2022-07-31,0.0,0,0.0,5212501
2022-08-07,0.01,0,0.01,5212501
2022-08-14,0.13,0,0.12,5212501
2022-08-21,0.07,0,0.04,5212501
2022-08-28,0.02,0,0.01,5212501
2022-09-04,0.0,0,0.0,5212501
2022-09-11,4.76,1,4.29,5212501
2022-09-18,28.01,6,8.51,5212501
2022-09-25,14.51,2,6.67,5212501
2022-10-02,14.64,5,3.39,5212501
2022-10-09,3.74,1,3.43,5212501
2022-10-16,3.86,1,2.91,5212501
2022-10-23,19.07,6,6.12,5212501
2022-10-30,34.27,5,13.78,5212501
2022-11-06,38.38,6,11.0,5212501
2022-11-13,53.24,6,14.32,5212501
2022-11-20,49.19,7,16.4,5212501
2022-11-27,45.17,7,13.4,5212501
2022-12-04,78.3,7,20.19,5212501
2022-12-11,50.790000000000006,7,25.76,5212501
2022-12-18,31.36,6,10.0,5212501
2022-12-25,52.48,7,23.31,5212501
2023-01-01,54.01,6,12.31,5212501
2023-01-08,36.15,7,9.13,5212501
2023-01-15,27.42,6,8.15,5212501
2023-01-22,39.85,7,12.2,5212501
2023-01-29,19.64,4,5.37,5212501
2023-02-05,20.82,5,5.64,5212501
2023-02-12,20.64,5,7.92,5212501
2023-02-19,33.76,6,6.99,5212501
2023-02-26,22.06,3,10.05,5212501
2023-03-05,38.22,6,15.05,5212501
2023-03-12,43.41,6,12.31,5212501
2023-03-19,15.13,4,8.47,5212501
