municipio,uf,cod_ibge,fonte,conteudo,arquivo_local,url
Aguas Lindas de Goias,GO,5200258,InfoDengue,zika: serie municipio-semana 2014-2026,dados/bruto/infodengue/zika_5200258.csv,https://info.dengue.mat.br/api/alertcity?geocode=5200258&disease=zika&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Aguas Lindas de Goias,GO,5200258,IBGE,malha cartografica municipal (GeoJSON),dados/externo/malha_ride_df.geojson,https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200258?formato=application/vnd.geo+json&qualidade=intermediaria
Alexania,GO,5200308,InfoDengue,dengue: serie municipio-semana 2014-2026,dados/bruto/infodengue/dengue_5200308.csv,https://info.dengue.mat.br/api/alertcity?geocode=5200308&disease=dengue&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Alexania,GO,5200308,InfoDengue,chikungunya: serie municipio-semana 2014-2026,dados/bruto/infodengue/chikungunya_5200308.csv,https://info.dengue.mat.br/api/alertcity?geocode=5200308&disease=chikungunya&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Alexania,GO,5200308,InfoDengue,zika: serie municipio-semana 2014-2026,dados/bruto/infodengue/zika_5200308.csv,https://info.dengue.mat.br/api/alertcity?geocode=5200308&disease=zika&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Alexania,GO,5200308,IBGE,malha cartografica municipal (GeoJSON),dados/externo/malha_ride_df.geojson,https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200308?formato=application/vnd.geo+json&qualidade=intermediaria
Alto Paraiso de Goias,GO,5200605,InfoDengue,dengue: serie municipio-semana 2014-2026,dados/bruto/infodengue/dengue_5200605.csv,https://info.dengue.mat.br/api/alertcity?geocode=5200605&disease=dengue&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Alto Paraiso de Goias,GO,5200605,InfoDengue,chikungunya: serie municipio-semana 2014-2026,dados/bruto/infodengue/chikungunya_5200605.csv,https://info.dengue.mat.br/api/alertcity?geocode=5200605&disease=chikungunya&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Alto Paraiso de Goias,GO,5200605,InfoDengue,zika: serie municipio-semana 2014-2026,dados/bruto/infodengue/zika_5200605.csv,https://info.dengue.mat.br/api/alertcity?geocode=5200605&disease=zika&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Alto Paraiso de Goias,GO,5200605,IBGE,malha cartografica municipal (GeoJSON),dados/externo/malha_ride_df.geojson,https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200605?formato=application/vnd.geo+json&qualidade=intermediaria
Alvorada do Norte,GO,5200803,InfoDengue,dengue: serie municipio-semana 2014-2026,dados/bruto/infodengue/dengue_5200803.csv,https://info.dengue.mat.br/api/alertcity?geocode=5200803&disease=dengue&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Alvorada do Norte,GO,5200803,InfoDengue,chikungunya: serie municipio-semana 2014-2026,dados/bruto/infodengue/chikungunya_5200803.csv,https://info.dengue.mat.br/api/alertcity?geocode=5200803&disease=chikungunya&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Alvorada do Norte,GO,5200803,InfoDengue,zika: serie municipio-semana 2014-2026,dados/bruto/infodengue/zika_5200803.csv,https://info.dengue.mat.br/api/alertcity?geocode=5200803&disease=zika&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Alvorada do Norte,GO,5200803,IBGE,malha cartografica municipal (GeoJSON),dados/externo/malha_ride_df.geojson,https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200803?formato=application/vnd.geo+json&qualidade=intermediaria
Barro Alto,GO,5203203,InfoDengue,dengue: serie municipio-semana 2014-2026,dados/bruto/infodengue/dengue_5203203.csv,https://info.dengue.mat.br/api/alertcity?geocode=5203203&disease=dengue&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Barro Alto,GO,5203203,InfoDengue,chikungunya: serie municipio-semana 2014-2026,dados/bruto/infodengue/chikungunya_5203203.csv,https://info.dengue.mat.br/api/alertcity?geocode=5203203&disease=chikungunya&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Barro Alto,GO,5203203,InfoDengue,zika: serie municipio-semana 2014-2026,dados/bruto/infodengue/zika_5203203.csv,https://info.dengue.mat.br/api/alertcity?geocode=5203203&disease=zika&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
Barro Alto,GO,5203203,IBGE,malha cartografica municipal (GeoJSON),dados/externo/malha_ride_df.geojson,https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5203203?formato=application/vnd.geo+json&qualidade=intermediaria
Brasilia,DF,5300108,InfoDengue,dengue: serie municipio-semana 2014-2026,dados/bruto/infodengue/dengue_5300108.csv,https://info.dengue.mat.br/api/alertcity?geocode=5300108&disease=dengue&format=json&ew_start=1&ew_end=53&ey_start=2014&ey_end=2026
